rank	human_gene_symbol	composite_score	score_mouse_csf	score_human_csf	score_ev	score_brain	score_autophagy	penalties	n_mouse_csf_datasets	mouse_csf_best_tier	d11_tier	d12_validated	d10_detected	d6_brain_detected	d9_isf_detected	ev_present	in_r1	r1_category	r1_tier	is_ambiguous_group	orthology_ambiguous	likely_plasma_derived	feasibility_tier	n_conserved_proteotypic	n_proteotypic_human	n_proteotypic_mouse	module_id	is_hub	module_connectivity	inclusion_count
1606	AP1G1	0.432264	0.22619	0.0	0.757166	1.0	0.8	0.0	2	A	absent	False	False	True	False	True	True		default	False	False	False								0
1607	EFCAB14	0.432108	0.40843	1.1	0.0	0.0	0.0	0.0	4	A	A	True	True	False	False	False	False			False	False	False					951.0	False	0.4130589114088803	0
1608	ABHD14A	0.431358	0.405433	1.1	0.0	0.0	0.0	0.0	5	A	A	True	True	False	False	False	False			False	False	False					914.0	False	0.3199915201302946	0
1609	C1QBP	0.431015	0.183929	0.7	0.750326	1.0	0.0	0.0	3	A	B	False	False	True	False	True	False			False	False	False								0
1610	ESAM	0.430952	0.12381	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					951.0	False	0.3023967793853495	0
1611	PTGFRN	0.430545	0.084524	0.7	0.994137	1.0	0.0	0.0	2	A	B	False	False	True	False	True	False			False	False	False								0
1612	CALD1	0.430455	0.247619	0.7	0.585505	1.0	0.0	0.0	2	A	B	False	False	True	False	True	False			False	False	False					410.0	False	0.0	0
1613	B3GNT2	0.430223	0.400893	1.1	0.0	0.0	0.0	0.0	3	A	A	True	True	False	False	False	False			False	False	False					951.0	False	0.3266772831567378	0
1614	COL6A3	0.430051	0.557143	1.1	0.607655	0.0	0.0	-0.1	4	A	A	True	True	False	False	True	False			True	False	False					543.0	False	0.5099577030828517	0
1615	ARG1	0.430047	0.195238	1.0	0.812378	0.0	0.0	0.0	3	A	A	True	False	False	False	True	False			False	False	False					610.0	False	0.465049298791633	0
1616	CDH18	0.43	0.0	1.1	0.0	1.0	0.0	0.0	0	absent	A	True	True	True	False	False	False			False	False	False					951.0	False	0.3098070242401625	0
1617	HSPA8	0.42987	0.0	1.1	0.998697	0.0	0.0	0.0	0	absent	A	True	True	False	False	True	False			False	False	False					481.0	False	0.3675043520835546	0
1618	ACSBG1	0.429762	0.119048	1.0	0.0	1.0	0.0	0.0	2	A	A	True	False	True	False	False	False			False	False	False					506.0	False	0.0	0
1619	HPCAL4	0.429762	0.119048	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False								0
1620	HBD	0.429674	0.0	1.1	0.996743	0.0	0.0	0.0	0	absent	A	True	True	False	False	True	False			False	False	False								0
1621	DGCR2	0.429553	0.265573	1.1	0.331596	0.0	0.0	0.0	3	A	A	True	True	False	False	True	False			False	False	False					951.0	False	0.4015998577678819	0
1622	CST6	0.42933	0.397321	1.1	0.0	0.0	0.0	0.0	3	A	A	True	True	False	False	False	False			False	False	False					672.0	False	0.0	0
1623	PDHX	0.429315	0.117262	1.0	0.0	1.0	0.0	0.0	2	A	A	True	False	True	False	False	False			False	False	False					347.0	False	0.0	0
1624	LDHA	0.429202	0.0	1.1	0.99202	0.0	0.0	0.0	0	absent	A	True	True	False	False	True	False			False	False	False					475.0	False	0.4062722480143843	0
1625	IGFBPL1	0.428962	0.129464	1.0	0.965961	0.0	0.0	0.0	1	A	A	True	False	False	False	True	False			False	False	False					289.0	False	0.0	0
1626	RPL29	0.428916	0.127976	0.7	0.869218	1.0	0.0	0.0	1	A	B	False	False	True	False	True	False			False	False	False								0
1627	DCD	0.428909	0.0	1.1	0.989088	0.0	0.0	0.0	0	absent	A	True	True	False	False	True	False			False	False	False					610.0	False	0.3614276155917448	0
1628	TUBB4A	0.428715	0.517857	0.7	0.892508	1.0	0.0	-0.1	5	A	B	True	False	True	True	True	False			True	False	False								0
1629	PHYHIPL	0.428594	0.116071	0.7	0.895765	1.0	0.0	0.0	1	A	B	True	False	True	False	True	False			False	False	False								0
1630	COL12A1	0.428571	0.514286	1.0	0.0	0.0	0.0	0.0	4	A	A	True	False	False	False	False	False			False	False	False					949.0	False	0.3516045193064584	0
1631	SDC3	0.428571	0.114286	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					389.0	False	0.0	0
1632	MACROH2A1	0.428321	0.121429	0.7	0.879642	1.0	0.0	0.0	2	A	B	False	False	True	False	True	False			False	False	False								0
1633	HCLS1	0.428274	0.113095	1.0	0.0	1.0	0.0	0.0	1	A	A	False	False	True	False	False	False			False	False	False								0
1634	MATN2	0.428214	0.392857	1.1	0.0	0.0	0.0	0.0	3	A	A	True	True	False	False	False	False			False	False	False					667.0	False	0.3698842577039164	0
1635	RAB21	0.427686	0.18006	0.7	0.72671	1.0	0.0	0.0	2	A	B	True	False	True	False	True	False			False	False	False								0
1636	DCBLD2	0.42764	0.248214	1.0	0.655863	0.0	0.0	0.0	2	A	A	True	False	False	False	True	False			False	False	False					999.0	False	0.0	0
1637	TBC1D15	0.427548	0.160714	0.0	0.748697	1.0	0.85	0.0	2	A	absent	False	False	True	False	True	True	Mitophagy core	mitophagy	False	False	False								0
1638	BCAS1	0.42753	0.110119	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					914.0	False	0.293057758361268	0
1639	C8B	0.427375	0.831845	1.1	0.894137	0.0	0.0	-0.2	6	A	A	True	True	False	True	True	False			False	False	True					99.0	False	0.4833932946735822	0
1640	ILF2	0.427245	0.08631	0.7	0.956678	1.0	0.0	0.0	1	A	B	False	False	True	False	True	False			False	False	False								0
1641	CBX3	0.427036	0.169643	0.7	0.746254	1.0	0.0	0.0	2	A	B	True	False	True	False	True	False			False	False	False								0
1642	HLA-A	0.426889	0.0	1.1	0.968893	0.0	0.0	0.0	0	absent	A	True	True	False	False	True	False			False	False	False					146.0	False	0.0	0
1643	IDH3B	0.426564	0.2	0.7	0.665635	1.0	0.0	0.0	3	A	B	True	False	True	False	True	False			False	False	False								0
1644	C1R	0.426359	0.785437	1.1	0.0	0.0	0.0	-0.1	6	A	A	True	True	False	False	False	False			True	False	False					951.0	False	0.2592334471015229	0
1645	ALPL	0.426263	0.319643	0.7	0.363518	1.0	0.0	0.0	3	A	B	False	False	True	False	True	False			False	False	False					122.0	False	0.0	0
1646	VPS11	0.426243	0.133929	0.0	0.802606	1.0	0.85	0.0	2	A	absent	False	False	True	False	True	True	HOPS	docking	False	False	False								0
1647	APMAP	0.42619	0.104762	1.0	0.0	1.0	0.0	0.0	2	A	A	True	False	True	False	False	False			False	False	False					583.0	False	0.0	0
1648	PGM5	0.42619	0.104762	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					124.0	False	0.0	0
1649	AJAP1	0.42619	0.104762	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					914.0	False	0.3232428230438702	0
1650	PGAM1	0.42614	0.0	1.1	0.961401	0.0	0.0	0.0	0	absent	A	True	True	False	False	True	False			False	False	False					227.0	False	0.0	0
1651	UNC13A	0.426042	0.104167	1.0	0.0	1.0	0.0	0.0	1	A	A	False	False	True	False	False	False			False	False	False					569.0	False	0.5663607180139839	0
1652	YKT6	0.42602	0.200595	0.0	0.633713	1.0	0.85	0.0	2	A	absent	False	False	True	False	True	True	SNAREs	docking	False	False	False								0
1653	ELN	0.42601	0.195833	1.1	0.470521	0.0	0.0	0.0	2	A	A	True	True	False	False	True	False			False	False	False					551.0	False	0.4456388201934547	0
1654	RTN1	0.42596	0.40625	0.7	0.143974	1.0	0.0	0.0	3	A	B	True	False	True	True	True	False			False	False	False					739.0	False	0.0	0
1655	CA14	0.425893	0.103571	1.0	0.0	1.0	0.0	0.0	2	A	A	True	False	True	False	False	False			False	False	False					951.0	False	0.3294293650607374	0
1656	PON2	0.425761	0.068452	1.0	0.086482	1.0	0.0	0.0	1	A	A	True	False	True	False	True	False			False	False	False					962.0	False	0.0	0
1657	AK3	0.42542	0.190476	0.7	0.678013	1.0	0.0	0.0	2	A	B	True	False	True	False	True	False			False	False	False								0
1658	ASTN1	0.425298	0.10119	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					951.0	False	0.3164584439982168	0
1659	SLC8A2	0.425298	0.10119	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					902.0	False	0.3460251259187838	0
1660	USP15	0.425266	0.142857	0.0	0.770521	1.0	0.85	0.0	1	A	absent	False	False	True	False	True	True	Negative regulator of Mitophagy	mitophagy	False	False	False								0
1661	SV2A	0.4251	0.130952	0.8	0.523616	1.0	0.0	0.0	1	A	B	True	True	True	False	True	False			False	False	False								0
1662	HSPE1	0.425033	0.0	1.1	0.950326	0.0	0.0	0.0	0	absent	A	True	True	False	False	True	False			False	False	False					938.0	False	0.352640397413338	0
1663	STMN2	0.424971	0.175	0.7	0.712215	1.0	0.0	0.0	2	A	B	True	False	True	True	True	False			False	False	False					683.0	False	0.0	0
1664	ARHGEF18	0.424958	0.071429	1.0	0.07101	1.0	0.0	0.0	1	A	A	False	False	True	False	True	False			False	False	False					606.0	False	0.0	0
1665	TWSG1	0.424866	0.379464	1.1	0.0	0.0	0.0	0.0	3	A	A	True	True	False	False	False	False			False	False	False					299.0	False	0.2722790860253751	0
1666	ABI3BP	0.424707	0.084821	1.1	0.735016	0.0	0.0	0.0	1	B	A	True	True	False	False	True	False			False	False	False					7.0	False	0.0	0
1667	CD84	0.424518	0.378073	1.1	0.0	0.0	0.0	0.0	4	A	A	True	True	False	False	False	False			False	False	False					580.0	False	0.0	0
1668	CDC42EP4	0.424107	0.096429	1.0	0.0	1.0	0.0	0.0	3	A	A	True	False	True	False	False	False			False	False	False								0
1669	HNRNPA0	0.423998	0.167262	0.7	0.721824	1.0	0.0	0.0	2	A	B	True	False	True	False	True	False			False	False	False								0
1670	HAPLN1	0.42381	0.095238	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False								0
1671	GPRIN1	0.42351	0.136905	0.7	0.792834	1.0	0.0	0.0	1	A	B	False	False	True	True	True	False			False	False	False								0
1672	TMEM130	0.423438	0.09375	1.0	0.0	1.0	0.0	0.0	1	B	A	True	False	True	False	False	False			False	False	False					299.0	False	0.323824238576908	0
1673	SLC4A1	0.423306	0.333223	0.8	0.0	1.0	0.0	0.0	4	A	B	True	True	True	True	False	False			False	False	False								0
1674	SLITRK5	0.423248	0.372993	1.1	0.0	1.0	0.0	-0.1	4	A	A	True	True	True	False	False	False			True	False	False					951.0	False	0.4324290629977059	0
1675	ARPC5L	0.423049	0.194345	0.7	0.644625	1.0	0.0	0.0	3	A	B	False	False	True	False	True	False			False	False	False								0
1676	MTFR1L	0.422949	0.065476	1.0	0.065798	1.0	0.0	0.0	1	A	A	False	False	True	False	True	False			False	False	False					939.0	False	0.3494430201920083	0
1677	NDUFS2	0.422899	0.217262	0.7	0.585831	1.0	0.0	0.0	2	A	B	True	False	True	False	True	False			False	False	False								0
1678	GALNT6	0.422586	0.209821	1.1	0.401303	0.0	0.0	0.0	2	A	A	True	True	False	False	True	False			False	False	False					667.0	False	0.3730007440206226	0
1679	SUMO2	0.422494	0.489978	1.0	0.0	1.0	0.0	-0.1	6	A	A	True	False	True	True	False	False			True	False	False					473.0	False	0.4408040079172824	0
1680	GALNT7	0.422412	0.263393	1.1	0.265635	0.0	0.0	0.0	2	A	A	True	True	False	False	True	False			False	False	False					951.0	False	0.4223545950506905	0
1683	GSTM4	0.422321	0.089286	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False								0
1682	RCN3	0.422321	0.089286	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					337.0	False	0.0	0
1681	RPH3A	0.422321	0.089286	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					299.0	False	0.277331486826554	0
1684	PRG4	0.422292	0.729167	0.8	0.0	0.0	0.0	0.0	6	A	B	True	True	False	False	False	False			False	False	False					12.0	False	0.0	0
1685	ITGAV	0.422233	0.104762	0.7	0.860423	1.0	0.0	0.0	2	A	B	False	False	True	False	True	False			False	False	False								0
1686	SIRPB1	0.422054	0.848214	0.7	0.0	1.0	0.0	-0.1	6	A	B	True	False	True	True	False	False			False	True	False								0
1687	GGT7	0.422024	0.088095	1.0	0.0	1.0	0.0	0.0	2	A	A	True	False	True	False	False	False			False	False	False					824.0	False	0.3526496988366911	0
1688	PDGFRL	0.42196	0.210119	1.0	0.6943	0.0	0.0	0.0	2	A	A	True	False	False	False	True	False			False	False	False					257.0	False	0.0	0
1689	DSG1	0.4217	0.164583	1.0	0.805537	1.0	0.0	-0.1	3	A	A	True	False	True	True	True	False			True	False	False					610.0	False	0.4440129772006767	0
1690	SYNM	0.421577	0.08631	1.0	0.0	1.0	0.0	0.0	2	A	A	False	False	True	False	False	False			False	False	False								0
1691	C9	0.421408	0.854167	1.1	0.778664	0.0	0.0	-0.2	6	A	A	True	True	False	True	True	False			False	False	True					99.0	False	0.544220674626632	0
1692	MANSC1	0.421193	0.22093	1.1	0.359609	0.0	0.0	0.0	3	A	A	True	True	False	False	True	False			False	False	False					951.0	False	0.3663558569378324	0
1693	ITGBL1	0.420977	0.483908	1.0	0.0	0.0	0.0	0.0	4	A	A	True	False	False	False	False	False			False	False	False					299.0	False	0.3282298336391011	0
1694	SLC2A1	0.420812	0.116667	0.7	0.81645	1.0	0.0	0.0	2	A	B	True	False	True	False	True	False			False	False	False								0
1695	PDE4DIP	0.420574	0.044643	1.0	0.094137	1.0	0.0	0.0	1	A	A	False	False	True	False	True	False			False	False	False					58.0	False	0.0	0
1696	PCP4L1	0.420565	0.442262	0.7	0.0	1.0	0.0	0.0	4	A	B	False	False	True	True	False	False			False	False	False								0
1697	ADA	0.420551	0.190476	0.0	0.729316	1.0	0.8	0.0	2	A	absent	False	False	True	False	True	True		default	False	False	False								0
1698	NUDT21	0.420407	0.160714	0.7	0.70228	1.0	0.0	0.0	2	A	B	False	False	True	False	True	False			False	False	False								0
1699	TRH	0.420406	0.481624	1.0	0.0	0.0	0.0	0.0	4	A	A	True	False	False	False	False	False			False	False	False					213.0	False	0.0	0
1700	ADD2	0.420307	0.142857	0.7	0.745928	1.0	0.0	0.0	1	A	B	True	False	True	False	True	False			False	False	False								0
1701	ATG16L1	0.420054	0.053571	0.0	0.566612	1.0	1.0	0.0	1	A	absent	False	False	True	False	True	True	ATG12 Ubiquitin-like conjugation systems	core_machinery	False	False	False								0
1702	ATP2A2	0.42001	0.207143	0.8	0.282248	1.0	0.0	0.0	2	A	B	True	True	True	False	True	False			False	False	False								0
1703	LYPD6B	0.419868	0.439473	0.7	0.0	1.0	0.0	0.0	4	A	B	True	False	True	False	False	False			False	False	False					299.0	False	0.4436513926817039	0
1704	SUB1	0.419662	0.129464	0.7	0.772964	1.0	0.0	0.0	2	A	B	False	False	True	False	True	False			False	False	False								0
1705	PIK3R1	0.419235	0.113095	0.0	0.409609	1.0	1.0	0.0	1	A	absent	False	False	True	False	True	True	PI3K complex-class 1	core_machinery	False	False	False								0
1706	BMPR2	0.419169	0.0	1.0	0.191694	1.0	0.0	0.0	0	absent	A	True	False	True	False	True	False			False	False	False					951.0	False	0.3287981240017405	0
1707	IGKC	0.419123	0.696429	1.1	0.150163	1.0	0.0	-0.2	5	A	A	True	True	True	True	True	False			False	False	True					76.0	True	0.5980684487234338	0
1708	CA8	0.419048	0.07619	1.0	0.0	1.0	0.0	0.0	1	C	A	True	False	True	False	False	False			False	False	False					141.0	False	0.0	0
1709	HLA-C	0.418844	0.0	1.1	0.888436	0.0	0.0	0.0	0	absent	A	True	True	False	False	True	False			False	False	False					145.0	False	0.0	0
1710	PYGL	0.418837	0.098214	1.0	0.942834	1.0	0.0	-0.1	1	A	A	True	False	True	False	True	False			True	False	False					456.0	False	0.0	0
1711	TKFC	0.418769	0.175595	0.7	0.648697	1.0	0.0	0.0	2	A	B	False	False	True	False	True	False			False	False	False								0
1712	RNF130	0.418404	0.0	1.0	0.184039	1.0	0.0	0.0	0	absent	A	True	False	True	False	True	False			False	False	False					255.0	False	0.0	0
1713	CUL3	0.418311	0.214286	0.0	0.647394	1.0	0.8	0.0	2	A	absent	False	False	True	False	True	True	Negative Regulator of Autophagy	default	False	False	False								0
1714	GLS	0.418254	0.147024	0.7	0.714984	1.0	0.0	0.0	2	A	B	True	False	True	False	True	False			False	False	False								0
1715	PARP1	0.41816	0.056548	0.7	0.940228	1.0	0.0	0.0	1	A	B	False	False	True	False	True	False			False	False	False								0
1716	CUL4B	0.418034	0.157738	0.0	0.785993	1.0	0.8	0.0	2	A	absent	False	False	True	False	True	True	Negative Regulator of Autophagy	default	False	False	False								0
1717	WDR44	0.417976	0.125	0.7	0.767264	1.0	0.0	0.0	2	A	B	False	False	True	False	True	False			False	False	False								0
1718	DNAJB1	0.417858	0.136905	1.0	0.836319	1.0	0.0	-0.1	1	A	A	True	False	True	False	True	False			True	False	False								0
1720	NRG3	0.417857	0.071429	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					891.0	False	0.0	0
1719	GRIA1	0.417857	0.071429	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					930.0	False	0.3196516710540463	0
1721	SEMA3E	0.417829	0.471318	1.0	0.0	0.0	0.0	0.0	5	A	A	True	False	False	False	False	False			False	False	False					930.0	False	0.3411154423742887	0
1722	BIRC6	0.417371	0.122024	0.0	0.743648	1.0	0.85	0.0	1	A	absent	False	False	True	False	True	True	Tethers, Adaptors	docking	False	False	False								0
1723	SRC	0.417313	0.113095	0.0	0.890391	1.0	0.8	0.0	1	A	absent	False	False	True	False	True	True		default	False	False	False								0
1724	ALYREF	0.417172	0.13631	0.7	0.730945	1.0	0.0	0.0	2	A	B	False	False	True	False	True	False			False	False	False								0
1725	FAM107B	0.417113	0.068452	1.0	0.0	1.0	0.0	0.0	1	A	A	False	False	True	False	False	False			False	False	False								0
1726	GABBR1	0.417113	0.068452	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					894.0	False	0.0	0
1727	PDGFA	0.417002	0.348007	1.1	0.0	0.0	0.0	0.0	4	A	A	True	True	False	False	False	False			False	False	False					916.0	False	0.3276347415393335	0
1728	SEPTIN11	0.416827	0.08125	1.0	0.965147	1.0	0.0	-0.1	2	A	A	False	False	True	False	True	False			True	False	False								0
1729	NUDT14	0.416741	0.066964	1.0	0.0	1.0	0.0	0.0	2	A	A	True	False	True	False	False	False			False	False	False								0
1730	SMPDL3B	0.416667	0.066667	1.0	0.0	1.0	0.0	0.0	1	C	A	True	False	True	False	False	False			False	False	False					951.0	False	0.3539720871663242	0
1731	NEDD4L	0.416611	0.095238	0.0	0.928013	1.0	0.8	0.0	1	A	absent	False	False	True	False	True	True	Negative Regulator of Autophagy	default	False	False	False								0
1732	CYTL1	0.416607	0.346429	1.1	0.0	0.0	0.0	0.0	3	A	A	True	True	False	False	False	False			False	False	False					671.0	False	0.0	0
1733	CHST15	0.416379	0.345515	1.1	0.0	0.0	0.0	0.0	3	A	A	True	True	False	False	False	False			False	False	False					544.0	False	0.3012963581769601	0
1734	WDR45B	0.416344	0.089286	0.0	0.440228	1.0	1.0	0.0	1	A	absent	False	False	True	False	True	True	ATG9 and its cycling system	core_machinery	False	False	False								0
1735	OPTN	0.416305	0.017857	0.0	0.618404	1.0	1.0	0.0	1	A	absent	False	False	True	False	True	True	Cargo receptors for Selective Autophagy	core_machinery	False	False	False								0
1736	EIF2A	0.416247	0.202381	0.0	0.906515	1.0	0.7	0.0	2	A	absent	False	False	True	False	True	True	Positive regulator of Autophagy genes	upstream_regulators	False	False	False								0
1737	PPP3CB	0.416136	0.125	0.7	0.74886	1.0	0.0	0.0	1	A	B	False	False	True	False	True	False			False	False	False								0
1738	THBS2	0.415714	0.342857	1.1	0.0	0.0	0.0	0.0	3	A	A	True	True	False	False	False	False			False	False	False					949.0	False	0.3875156835722171	0
1739	RAB9A	0.415662	0.050595	0.0	0.53013	1.0	1.0	0.0	1	A	absent	False	False	True	False	True	True	Rab proteins involved in autophagosome formation	core_machinery	False	False	False								0
1740	SLC8A1	0.415625	0.0625	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False								0
1741	SYNJ1	0.415389	0.142857	0.7	0.696743	1.0	0.0	0.0	1	A	B	True	False	True	True	True	False			False	False	False					773.0	False	0.0	0
1742	TTN	0.414995	0.285714	1.0	0.435668	0.0	0.0	0.0	2	A	A	True	False	False	False	True	False			False	False	False								0
1743	SDK2	0.414881	0.059524	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					745.0	False	0.0	0
1744	PON3	0.414881	0.059524	1.0	0.0	1.0	0.0	0.0	1	A	A	True	False	True	False	False	False			False	False	False					590.0	False	0.0	0
1745	RAB33B	0.414857	0.135714	0.0	0.309283	1.0	1.0	0.0	2	A	absent	False	False	True	True	True	True	Rab proteins involved in autophagosome formation	core_machinery	False	False	False								0
1746	PEBP1	0.414829	0.032738	1.1	0.76645	0.0	0.0	0.0	1	A	A	True	True	False	False	True	False			False	False	False					951.0	False	0.4502879580598757	0
1747	SNX12	0.414633	0.212798	0.7	0.514332	1.0	0.0	0.0	2	A	B	True	False	True	False	True	False			False	False	False					239.0	False	0.0	0
1748	ATP6V0D1	0.414564	0.192262	0.0	0.914984	1.0	0.7	0.0	2	A	absent	False	False	True	False	True	True	mTOR regulators	upstream_regulators	False	False	False								0
1749	AXL	0.414375	0.3375	1.1	0.0	0.0	0.0	0.0	4	A	A	True	True	False	False	False	False			False	False	False					940.0	False	0.3480598423909933	0
